Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char
athɯɣinɯ ra ɯkɯti losɯxɕenɯ r	athɯɣinɯ ra ɯkɯti losɯxɕenŋ ri	['a', 't', 'h', 'ɯ', 'ɣ', 'i', 'n', 'ɯ', 'S', 'r', 'a', 'S', 'ɯ', 'k', 'ɯ', 't', 'i', 'S', 'l', 'o', 's', 'ɯ', 'x', 'ɕ', 'e', 'n', 'ɯ', 'S', 'r', '*']	['a', 't', 'h', 'ɯ', 'ɣ', 'i', 'n', 'ɯ', 'S', 'r', 'a', 'S', 'ɯ', 'k', 'ɯ', 't', 'i', 'S', 'l', 'o', 's', 'ɯ', 'x', 'ɕ', 'e', 'n', 'ŋ', 'S', 'r', 'i']	0.873	0.926	0.935
cai kɯɕɤɣ kɤndza pjɤm	shɤi kɯɕɤɣ kɤndza pjɤme	['*', 'c', 'a', 'i', 'S', 'k', 'ɯ', 'ɕ', 'ɤ', 'ɣ', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'p', 'j', 'ɤ', 'm', '*']	['s', 'h', 'ɤ', 'i', 'S', 'k', 'ɯ', 'ɕ', 'ɤ', 'ɣ', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'p', 'j', 'ɤ', 'm', 'e']	0.712	0.829	0.868
ɯstɤt ɯsmɤt ɯŋga ra kɯpɣi ʁɟa ʑo pjɤŋ	ɯstɤt ɯsmɤt ɯŋga ra kɯpɣi ʁɟa ʑo pjɤŋu	['ɯ', 's', 't', 'ɤ', 't', 'S', 'ɯ', 's', 'm', 'ɤ', 't', 'S', 'ɯ', 'ŋ', 'g', 'a', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'p', 'ɣ', 'i', 'S', 'ʁ', 'ɟ', 'a', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɤ', 'ŋ', '*']	['ɯ', 's', 't', 'ɤ', 't', 'S', 'ɯ', 's', 'm', 'ɤ', 't', 'S', 'ɯ', 'ŋ', 'g', 'a', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'p', 'ɣ', 'i', 'S', 'ʁ', 'ɟ', 'a', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	0.905	0.952	0.952
nɯ ma tsɯʁot kɯfse kɤnɤxɕɤt kɯfse mɤti	ɯma tsɯʁot kɯ kɯfse kɤnɤxɕɤt kɯfse mɤti	['n', 'ɯ', 'S', 'm', 'a', 'S', 't', 's', 'ɯ', 'ʁ', 'o', 't', '*', '*', '*', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'k', 'ɤ', 'n', 'ɤ', 'x', 'ɕ', 'ɤ', 't', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'm', 'ɤ', 't', 'i']	['*', 'ɯ', '*', 'm', 'a', 'S', 't', 's', 'ɯ', 'ʁ', 'o', 't', 'S', 'k', 'ɯ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'k', 'ɤ', 'n', 'ɤ', 'x', 'ɕ', 'ɤ', 't', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'm', 'ɤ', 't', 'i']	0.897	0.905	0.902
ɯʁar nɯ ɲɯqɤt nɤ kuwum ɲɯqɤt nɤ kuwum ŋu m	ɯʁar nɯ ɲɯqarnɯ kɯwum ɲɯqarnɯ kɯwu mŋu ma	['ɯ', 'ʁ', 'a', 'r', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'q', 'ɤ', 't', 'S', 'n', 'ɤ', 'S', 'k', 'u', 'w', 'u', 'm', 'S', 'ɲ', 'ɯ', 'q', 'ɤ', 't', 'S', 'n', 'ɤ', 'S', 'k', 'u', 'w', 'u', 'm', 'S', 'ŋ', 'u', 'S', 'm', '*']	['ɯ', 'ʁ', 'a', 'r', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'q', '*', 'a', 'r', 'n', 'ɯ', 'S', 'k', 'ɯ', 'w', 'u', 'm', 'S', 'ɲ', 'ɯ', 'q', '*', 'a', 'r', 'n', 'ɯ', 'S', 'k', 'ɯ', 'w', 'u', 'S', 'm', 'ŋ', 'u', 'S', 'm', 'a']	0.671	0.788	0.746
tsuku kɯ tɕe shaoyaohua tuti ŋu	tsuku kɯ tɕe shaia hua tutinɯ ɲŋu	['t', 's', 'u', 'k', 'u', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 's', 'h', 'a', 'o', 'y', 'a', 'o', 'h', 'u', 'a', 'S', 't', 'u', 't', 'i', '*', '*', 'S', '*', 'ŋ', 'u']	['t', 's', 'u', 'k', 'u', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 's', 'h', 'a', '*', 'i', 'a', 'S', 'h', 'u', 'a', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'ɲ', 'ŋ', 'u']	0.661	0.755	0.824
tɕendɤre toʁde ʑo nɯnɯ nɯsɤɣzo amɤpɯmtonɯ qh	tɕendɤre toʁde ʑo nɯnɯ nɯsɤβzu amɯ pɯmtonɯ qhe	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'o', 'ʁ', 'd', 'e', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 's', 'ɤ', 'ɣ', 'z', 'o', 'S', 'a', 'm', '*', 'ɤ', 'p', 'ɯ', 'm', 't', 'o', 'n', 'ɯ', 'S', 'q', 'h', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'o', 'ʁ', 'd', 'e', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 's', 'ɤ', 'β', 'z', 'u', 'S', 'a', 'm', 'ɯ', 'S', 'p', 'ɯ', 'm', 't', 'o', 'n', 'ɯ', 'S', 'q', 'h', 'e']	0.798	0.889	0.888
iɕqha rgɤtpu nɯ kɯ nɯɕɯmɯma ʑo iɕqha raʁ ɣɯ tɤfkaβ nɯ kɯ iɕqha raʁ ɯphoŋ nɯnɯ chɤsɯfka	iɕqha rgɤtpu nɯ kɯ nɯɕɯmɯma ʑo iɕqha raʁ ɣɯ tɤfkaβ nɯ kɯ iɕqha raʁ phoŋ nɯnɯ chɤsɯfkaβ	['i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'g', 'ɤ', 't', 'p', 'u', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'a', 'ʁ', 'S', 'ɣ', 'ɯ', 'S', 't', 'ɤ', 'f', 'k', 'a', 'β', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'a', 'ʁ', 'S', 'ɯ', 'p', 'h', 'o', 'ŋ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'c', 'h', 'ɤ', 's', 'ɯ', 'f', 'k', 'a', '*']	['i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'g', 'ɤ', 't', 'p', 'u', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'a', 'ʁ', 'S', 'ɣ', 'ɯ', 'S', 't', 'ɤ', 'f', 'k', 'a', 'β', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'a', 'ʁ', 'S', '*', 'p', 'h', 'o', 'ŋ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'c', 'h', 'ɤ', 's', 'ɯ', 'f', 'k', 'a', 'β']	0.947	0.942	0.958
ɯnɯnɯ amɤtɤmŋɤm ɲɯra ma tɕe	ɯnɯnɯ amatɤmŋɤm ɲɯra ma tɕe	['ɯ', 'n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'm', 'ɤ', 't', 'ɤ', 'm', 'ŋ', 'ɤ', 'm', 'S', 'ɲ', 'ɯ', 'r', 'a', 'S', 'm', 'a', 'S', 't', 'ɕ', 'e']	['ɯ', 'n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'm', 'a', 't', 'ɤ', 'm', 'ŋ', 'ɤ', 'm', 'S', 'ɲ', 'ɯ', 'r', 'a', 'S', 'm', 'a', 'S', 't', 'ɕ', 'e']	0.971	0.979	0.972
alading ɯrʑaβ ɯtɤɕime nɯ qhe nɯrɟɤlsa nɯ nɯɕɯmɯma ʑo iɕqha zhongguo ɣɯ nɯ ɕɯŋgɯ pɯkɯŋu ɣɯ ɯsɤtɕha nɯtɕu pjɤ́wɣɣɤntaβn	alading ɯrʑaβ nɯ ɯtɤɕime nɯ qhe nɯrɟɤl sa nɯ nɯɕɯmɯma ʑo iɕqha tʂongguo ɣɯ nɯɕɯŋgɯ pɯkɯŋu ɣɯ ɯsɤtɕha nɯtɕu jós pjɤ́wɣɣɤntaβ	['a', 'l', 'a', 'd', 'i', 'n', 'g', 'S', 'ɯ', 'r', 'ʑ', 'a', 'β', 'S', '*', '*', '*', 'ɯ', 't', 'ɤ', 'ɕ', 'i', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'h', 'e', 'S', 'n', 'ɯ', 'r', 'ɟ', 'ɤ', 'l', '*', 's', 'a', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'z', 'h', 'o', 'n', 'g', 'g', 'u', 'o', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɯ', 'S', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'p', 'ɯ', 'k', 'ɯ', 'ŋ', 'u', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', '*', '*', '*', '*', '*', 'S', 'p', 'j', 'ɤ', '́', 'w', 'ɣ', 'ɣ', 'ɤ', 'n', 't', 'a', 'β', 'n']	['a', 'l', 'a', 'd', 'i', 'n', 'g', 'S', 'ɯ', 'r', 'ʑ', 'a', 'β', 'S', 'n', 'ɯ', 'S', 'ɯ', 't', 'ɤ', 'ɕ', 'i', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'h', 'e', 'S', 'n', 'ɯ', 'r', 'ɟ', 'ɤ', 'l', 'S', 's', 'a', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'ʂ', 'o', 'n', 'g', 'g', 'u', 'o', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɯ', '*', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'p', 'ɯ', 'k', 'ɯ', 'ŋ', 'u', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'j', 'o', '́', 's', 'S', 'p', 'j', 'ɤ', '́', 'w', 'ɣ', 'ɣ', 'ɤ', 'n', 't', 'a', 'β', '*']	0.859	0.872	0.925
li ɯzda ra ɯrca nɯ tɕu jojɣɤt pjɤr	nɯzda ra nɯrcanɯ tɕu jojɣɤt pjɤra	['l', 'i', 'S', 'ɯ', 'z', 'd', 'a', 'S', 'r', 'a', 'S', '*', 'ɯ', 'r', 'c', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'j', 'o', 'j', 'ɣ', 'ɤ', 't', 'S', 'p', 'j', 'ɤ', 'r', '*']	['*', '*', 'n', 'ɯ', 'z', 'd', 'a', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'r', 'c', 'a', '*', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'j', 'o', 'j', 'ɣ', 'ɤ', 't', 'S', 'p', 'j', 'ɤ', 'r', 'a']	0.799	0.899	0.827
tɕendɤre nɤkinɯ nɯɕɯmɯma ʑo nɯnɯ hengsheer nɯnɯ nɯ sɤznɤ nɯ chɯ́wɣpu tɕe tundzea ɲɯntshi ɲɤsɯs	tɕendɤre nɤkinɯ nɯɕɯmɯma ʑo nɯnɯ hengshal nɯ sɤzndɤnɯ chɯ́wɣpu tɕe tundzea ɲɯntshi ɲɤsɯso	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'h', 'e', 'n', 'g', 's', 'h', 'e', 'e', 'r', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 'S', 's', 'ɤ', 'z', 'n', 'ɤ', 'S', 'n', 'ɯ', 'S', 'c', 'h', 'ɯ', '́', 'w', 'ɣ', 'p', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'u', 'n', 'd', 'z', 'e', 'a', 'S', 'ɲ', 'ɯ', 'n', 't', 's', 'h', 'i', 'S', 'ɲ', 'ɤ', 's', 'ɯ', 's', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'h', 'e', 'n', 'g', 's', 'h', '*', '*', '*', '*', '*', '*', 'a', 'l', 'S', 'n', 'ɯ', 'S', 's', 'ɤ', 'z', 'n', 'd', 'ɤ', 'n', 'ɯ', 'S', 'c', 'h', 'ɯ', '́', 'w', 'ɣ', 'p', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'u', 'n', 'd', 'z', 'e', 'a', 'S', 'ɲ', 'ɯ', 'n', 't', 's', 'h', 'i', 'S', 'ɲ', 'ɤ', 's', 'ɯ', 's', 'o']	0.869	0.88	0.913
nɯmci kɤrɤwum maka mɯ́jchanɯ tɕe nɯmci tuɣɤrɯβrɯβ ʑo ɲɯŋ	nɯmci kɤrɤwu maka me ci mɯ́jchanɯ tɕe nɯ mci tuɣɯɤrɯβrɯβ ʑo ɲɯŋu	['n', 'ɯ', 'm', 'c', 'i', 'S', 'k', 'ɤ', 'r', 'ɤ', 'w', 'u', 'm', 'S', 'm', 'a', 'k', 'a', '*', '*', '*', '*', '*', '*', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', 'a', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', '*', 'm', 'c', 'i', 'S', 't', 'u', 'ɣ', '*', 'ɤ', 'r', 'ɯ', 'β', 'r', 'ɯ', 'β', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'ŋ', '*']	['n', 'ɯ', 'm', 'c', 'i', 'S', 'k', 'ɤ', 'r', 'ɤ', 'w', 'u', '*', 'S', 'm', 'a', 'k', 'a', 'S', 'm', 'e', 'S', 'c', 'i', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', 'a', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'm', 'c', 'i', 'S', 't', 'u', 'ɣ', 'ɯ', 'ɤ', 'r', 'ɯ', 'β', 'r', 'ɯ', 'β', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	0.908	0.879	0.952
tɕendɤre nɯtɕu tɕe tɕendɤre pjɤsɯz tɕendɤre	tɕendɤre nɯtɕu tɕe tɕe pjɤsɯz tɕendɤre	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'p', 'j', 'ɤ', 's', 'ɯ', 'z', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', '*', '*', '*', '*', '*', 'S', 'p', 'j', 'ɤ', 's', 'ɯ', 'z', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.882	0.933	0.913
tɕe rɟɤlpu ci pjɤtu tɕe rɟɤlpu ɣɯ ɯkha nɯnɯ iɕqha	tɕendɤre rɟɤlpu ci pjɤtu tɕe rɟɤlpu ɣɯ ɯkha nɯnɯ iɕqha	['t', 'ɕ', 'e', '*', '*', '*', '*', '*', 'S', 'r', 'ɟ', 'ɤ', 'l', 'p', 'u', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 'r', 'ɟ', 'ɤ', 'l', 'p', 'u', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'k', 'h', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'r', 'ɟ', 'ɤ', 'l', 'p', 'u', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 'r', 'ɟ', 'ɤ', 'l', 'p', 'u', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'k', 'h', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a']	0.875	0.898	0.955
tɕe qandzɤjo kɤti ci tu tɕ	tɕe qandzɤjo kɤti ci tu tɕe	['t', 'ɕ', 'e', 'S', 'q', 'a', 'n', 'd', 'z', 'ɤ', 'j', 'o', 'S', 'k', 'ɤ', 't', 'i', 'S', 'c', 'i', 'S', 't', 'u', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'S', 'q', 'a', 'n', 'd', 'z', 'ɤ', 'j', 'o', 'S', 'k', 'ɤ', 't', 'i', 'S', 'c', 'i', 'S', 't', 'u', 'S', 't', 'ɕ', 'e']	0.922	0.971	0.941
ci ci tɕe tɕendɤre iɕqha si nɯ kúwɣsɯsphjaʁ	ci ci tɕe tɕendɤre iɕqha si nɯ kúwɣsɯsphjaʁ	['c', 'i', 'S', 'c', 'i', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 's', 'i', 'S', 'n', 'ɯ', 'S', 'k', 'u', '́', 'w', 'ɣ', 's', 'ɯ', 's', 'p', 'h', 'j', 'a', 'ʁ']	['c', 'i', 'S', 'c', 'i', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 's', 'i', 'S', 'n', 'ɯ', 'S', 'k', 'u', '́', 'w', 'ɣ', 's', 'ɯ', 's', 'p', 'h', 'j', 'a', 'ʁ']	1.0	1.0	1.0
tɕe kɯɣɤrʁaʁ tɯrme nɯ k	kɯɣɤrʁaʁ tɯrme nɯ kɯ	['t', 'ɕ', 'e', 'S', 'k', 'ɯ', 'ɣ', 'ɤ', 'r', 'ʁ', 'a', 'ʁ', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'k', '*']	['*', '*', '*', '*', 'k', 'ɯ', 'ɣ', 'ɤ', 'r', 'ʁ', 'a', 'ʁ', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ']	0.789	0.911	0.768
qajdo nɯ pj maka mɯpjɤsɯχsɤ	qajdo nɯ  maka mɯpjɤsɯχsɤl	['q', 'a', 'j', 'd', 'o', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'S', 'm', 'a', 'k', 'a', 'S', 'm', 'ɯ', 'p', 'j', 'ɤ', 's', 'ɯ', 'χ', 's', 'ɤ', '*']	['q', 'a', 'j', 'd', 'o', 'S', 'n', 'ɯ', 'S', '*', '*', 'S', 'm', 'a', 'k', 'a', 'S', 'm', 'ɯ', 'p', 'j', 'ɤ', 's', 'ɯ', 'χ', 's', 'ɤ', 'l']	0.842	0.875	0.885
motuo ɯtaʁ chɯɣindʑi ɲɯŋ	mɤto taʁ chɯɣi ɲɯβndʑi ɲɯŋu ma	['m', 'o', 't', 'u', 'o', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'c', 'h', 'ɯ', 'ɣ', 'i', '*', '*', '*', '*', 'n', 'd', 'ʑ', 'i', 'S', 'ɲ', 'ɯ', 'ŋ', '*', '*', '*', '*']	['m', 'ɤ', 't', '*', 'o', 'S', '*', 't', 'a', 'ʁ', 'S', 'c', 'h', 'ɯ', 'ɣ', 'i', 'S', 'ɲ', 'ɯ', 'β', 'n', 'd', 'ʑ', 'i', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 'm', 'a']	0.704	0.688	0.858
tɕe nɯrme nɯra ɲɯme ɲɯŋ	tɕe nɯrme nɯra ɲɯme ɲɯŋu	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'r', 'm', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'm', 'e', 'S', 'ɲ', 'ɯ', 'ŋ', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'r', 'm', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'm', 'e', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	0.846	0.923	0.923
jɤɕe ra toti ɲɯŋ	jɤɕe ra toti	['j', 'ɤ', 'ɕ', 'e', 'S', 'r', 'a', 'S', 't', 'o', 't', 'i', 'S', 'ɲ', 'ɯ', 'ŋ']	['j', 'ɤ', 'ɕ', 'e', 'S', 'r', 'a', 'S', 't', 'o', 't', 'i', '*', '*', '*', '*']	0.7	0.929	0.762
tɕe xɕaj nɯnɯ ɯmdoʁ nɯ apɤpɣi kɯfs	tɕe xɕaj nɯnɯ ɯmdoʁ nɯ apɤpɣi kɯfse	['t', 'ɕ', 'e', 'S', 'x', 'ɕ', 'a', 'j', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɯ', 'm', 'd', 'o', 'ʁ', 'S', 'n', 'ɯ', 'S', 'a', 'p', 'ɤ', 'p', 'ɣ', 'i', 'S', 'k', 'ɯ', 'f', 's', '*']	['t', 'ɕ', 'e', 'S', 'x', 'ɕ', 'a', 'j', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɯ', 'm', 'd', 'o', 'ʁ', 'S', 'n', 'ɯ', 'S', 'a', 'p', 'ɤ', 'p', 'ɣ', 'i', 'S', 'k', 'ɯ', 'f', 's', 'e']	0.937	0.976	0.952
tɕendɤre rgɤtpu nɯ dɯxpa ma kha jonɯɕe tɕ	tɕendɤre rgɤtpu nɯ dɯxpa makha jonɯɕe tɕe	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'r', 'g', 'ɤ', 't', 'p', 'u', 'S', 'n', 'ɯ', 'S', 'd', 'ɯ', 'x', 'p', 'a', 'S', 'm', 'a', 'S', 'k', 'h', 'a', 'S', 'j', 'o', 'n', 'ɯ', 'ɕ', 'e', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'r', 'g', 'ɤ', 't', 'p', 'u', 'S', 'n', 'ɯ', 'S', 'd', 'ɯ', 'x', 'p', 'a', 'S', 'm', 'a', '*', 'k', 'h', 'a', 'S', 'j', 'o', 'n', 'ɯ', 'ɕ', 'e', 'S', 't', 'ɕ', 'e']	0.939	0.938	0.943
nɤkinɯ iɕqha nɯ tɕendɤre athi nɤki rɟɤlsa ɯʁɤri kutɕu zɯ nɤkinɯ si mɯndʐamɯχtɕɯɣ χsɯri kɯtʂɤsqi apɯt	nɤkinɯ iɕqha nɯ tɕendɤre athi nɤ rɟalsa ɯʁɤri kutɕu zɯ nɤkinɯ si mɯndʐa maχtɕɯɣ χsɯri kɯtʂɤsqi	['n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'a', 't', 'h', 'i', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'r', 'ɟ', 'ɤ', 'l', 's', 'a', 'S', 'ɯ', 'ʁ', 'ɤ', 'r', 'i', 'S', 'k', 'u', 't', 'ɕ', 'u', 'S', 'z', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 's', 'i', 'S', 'm', 'ɯ', 'n', 'd', 'ʐ', 'a', '*', 'm', 'ɯ', 'χ', 't', 'ɕ', 'ɯ', 'ɣ', 'S', 'χ', 's', 'ɯ', 'r', 'i', 'S', 'k', 'ɯ', 't', 'ʂ', 'ɤ', 's', 'q', 'i', 'S', 'a', 'p', 'ɯ', 't']	['n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'a', 't', 'h', 'i', 'S', 'n', 'ɤ', '*', '*', 'S', 'r', 'ɟ', 'a', 'l', 's', 'a', 'S', 'ɯ', 'ʁ', 'ɤ', 'r', 'i', 'S', 'k', 'u', 't', 'ɕ', 'u', 'S', 'z', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 's', 'i', 'S', 'm', 'ɯ', 'n', 'd', 'ʐ', 'a', 'S', 'm', 'a', 'χ', 't', 'ɕ', 'ɯ', 'ɣ', 'S', 'χ', 's', 'ɯ', 'r', 'i', 'S', 'k', 'ɯ', 't', 'ʂ', 'ɤ', 's', 'q', 'i', '*', '*', '*', '*', '*']	0.897	0.948	0.886
tɕendɤre ɯcu kɯtu nɯ pjɤsɯχsɤ	tɕendɤre nɯ ɯcɯ kɯtu nɯ pjɤsɯχsɤl	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', '*', '*', '*', 'ɯ', 'c', 'u', 'S', 'k', 'ɯ', 't', 'u', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 's', 'ɯ', 'χ', 's', 'ɤ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'S', 'ɯ', 'c', 'ɯ', 'S', 'k', 'ɯ', 't', 'u', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 's', 'ɯ', 'χ', 's', 'ɤ', 'l']	0.842	0.896	0.917
