Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char	Lev_dist_char
ɯxɕɤt ŋotɕu kɯtu ʑo nɯnɯ tɕu iɕqha znde ɯtaʁ nɯ tɕu tolɤt	ɯxɕɤ ŋotɕu kɯtu ʑo nɯnɯ tɕu iɕqha znde ɯtaʁ nɯtɕu tolɤt	['ɯ', 'x', 'ɕ', 'ɤ', 't', 'S', 'ŋ', 'o', 't', 'ɕ', 'u', 'S', 'k', 'ɯ', 't', 'u', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'z', 'n', 'd', 'e', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 't', 'o', 'l', 'ɤ', 't']	['ɯ', 'x', 'ɕ', 'ɤ', '*', 'S', 'ŋ', 'o', 't', 'ɕ', 'u', 'S', 'k', 'ɯ', 't', 'u', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'z', 'n', 'd', 'e', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 't', 'o', 'l', 'ɤ', 't']	0.949	0.955	0.99	0.9819819819819819
ɯjwaʁ nɯnɯ kɯmaʁ ra kɯfse 	ɯjwaʁ nɯnɯ kɯmaʁ ra kɯfse	['ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɯ', 'm', 'a', 'ʁ', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S']	['ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɯ', 'm', 'a', 'ʁ', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'f', 's', 'e', '*']	0.921	0.929	0.986	0.98
ma ndzɯrnaʁ nɯ ɲaʁ ʑo	ma ndzɯrnaʁ nɯ ɲaʁ ʑo	['m', 'a', 'S', 'n', 'd', 'z', 'ɯ', 'r', 'n', 'a', 'ʁ', 'S', 'n', 'ɯ', 'S', 'ɲ', 'a', 'ʁ', 'S', 'ʑ', 'o']	['m', 'a', 'S', 'n', 'd', 'z', 'ɯ', 'r', 'n', 'a', 'ʁ', 'S', 'n', 'ɯ', 'S', 'ɲ', 'a', 'ʁ', 'S', 'ʑ', 'o']	1.0	1.0	1.0	1.0
ɯtɯxtɕi ɲɯtɕhom toti	ɯtɯxtɕi ɲɯtɕhom toti	['ɯ', 't', 'ɯ', 'x', 't', 'ɕ', 'i', 'S', 'ɲ', 'ɯ', 't', 'ɕ', 'h', 'o', 'm', 'S', 't', 'o', 't', 'i']	['ɯ', 't', 'ɯ', 'x', 't', 'ɕ', 'i', 'S', 'ɲ', 'ɯ', 't', 'ɕ', 'h', 'o', 'm', 'S', 't', 'o', 't', 'i']	1.0	1.0	1.0	1.0
nɯra tuβzunɯ ŋgrɤl	nɯra tuβzunɯ ŋgrɤl	['n', 'ɯ', 'r', 'a', 'S', 't', 'u', 'β', 'z', 'u', 'n', 'ɯ', 'S', 'ŋ', 'g', 'r', 'ɤ', 'l']	['n', 'ɯ', 'r', 'a', 'S', 't', 'u', 'β', 'z', 'u', 'n', 'ɯ', 'S', 'ŋ', 'g', 'r', 'ɤ', 'l']	1.0	1.0	1.0	1.0
athɯɣinɯ ra ɯkɯti losɯxɕenɯ ri	athɯɣinɯ ra ɯkɯti losɯxɕenŋ ri	['a', 't', 'h', 'ɯ', 'ɣ', 'i', 'n', 'ɯ', 'S', 'r', 'a', 'S', 'ɯ', 'k', 'ɯ', 't', 'i', 'S', 'l', 'o', 's', 'ɯ', 'x', 'ɕ', 'e', 'n', 'ɯ', 'S', 'r', 'i']	['a', 't', 'h', 'ɯ', 'ɣ', 'i', 'n', 'ɯ', 'S', 'r', 'a', 'S', 'ɯ', 'k', 'ɯ', 't', 'i', 'S', 'l', 'o', 's', 'ɯ', 'x', 'ɕ', 'e', 'n', 'ŋ', 'S', 'r', 'i']	0.936	0.941	0.99	0.9830508474576272
cai kɯɕɤɣ kɤndza pjɤme	shɤi kɯɕɤɣ kɤndza pjɤme	['*', 'c', 'a', 'i', 'S', 'k', 'ɯ', 'ɕ', 'ɤ', 'ɣ', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'p', 'j', 'ɤ', 'm', 'e']	['s', 'h', 'ɤ', 'i', 'S', 'k', 'ɯ', 'ɕ', 'ɤ', 'ɣ', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'p', 'j', 'ɤ', 'm', 'e']	0.764	0.882	0.868	0.9318181818181818
ɯstɤt ɯsmɤt ɯŋga ra kɯpɣi ʁɟa ʑo pjɤŋu	ɯstɤt ɯsmɤt ɯŋga ra kɯpɣi ʁɟa ʑo pjɤŋu	['ɯ', 's', 't', 'ɤ', 't', 'S', 'ɯ', 's', 'm', 'ɤ', 't', 'S', 'ɯ', 'ŋ', 'g', 'a', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'p', 'ɣ', 'i', 'S', 'ʁ', 'ɟ', 'a', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	['ɯ', 's', 't', 'ɤ', 't', 'S', 'ɯ', 's', 'm', 'ɤ', 't', 'S', 'ɯ', 'ŋ', 'g', 'a', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'p', 'ɣ', 'i', 'S', 'ʁ', 'ɟ', 'a', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	1.0	1.0	1.0	1.0
nɯ ma tsɯʁot kɯfse kɤnɤxɕɤt kɯfse mɤti 	ɯma tsɯʁot kɯ kɯfse kɤnɤxɕɤt kɯfse mɤti	['n', 'ɯ', 'S', 'm', 'a', 'S', 't', 's', 'ɯ', 'ʁ', 'o', 't', '*', '*', '*', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'k', 'ɤ', 'n', 'ɤ', 'x', 'ɕ', 'ɤ', 't', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'm', 'ɤ', 't', 'i', 'S']	['*', 'ɯ', '*', 'm', 'a', 'S', 't', 's', 'ɯ', 'ʁ', 'o', 't', 'S', 'k', 'ɯ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'k', 'ɤ', 'n', 'ɤ', 'x', 'ɕ', 'ɤ', 't', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'm', 'ɤ', 't', 'i', '*']	0.893	0.905	0.895	0.922077922077922
ɯʁar nɯ ɲɯqɤt nɤ kuwum ɲɯqɤt nɤ kuwum ŋu ma	ɯʁar nɯ ɲɯqarnɯ kɯwum ɲɯqarnɯ kɯwu mŋu ma	['ɯ', 'ʁ', 'a', 'r', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'q', 'ɤ', 't', 'S', 'n', 'ɤ', 'S', 'k', 'u', 'w', 'u', 'm', 'S', 'ɲ', 'ɯ', 'q', 'ɤ', 't', 'S', 'n', 'ɤ', 'S', 'k', 'u', 'w', 'u', 'm', 'S', 'ŋ', 'u', 'S', 'm', 'a']	['ɯ', 'ʁ', 'a', 'r', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'q', '*', 'a', 'r', 'n', 'ɯ', 'S', 'k', 'ɯ', 'w', 'u', 'm', 'S', 'ɲ', 'ɯ', 'q', '*', 'a', 'r', 'n', 'ɯ', 'S', 'k', 'ɯ', 'w', 'u', 'S', 'm', 'ŋ', 'u', 'S', 'm', 'a']	0.688	0.804	0.808	0.8674698795180723
tsuku kɯ tɕe shaoyaohua tuti ŋu 	tsuku kɯ tɕe shaia hua tutinɯ ɲŋu	['t', 's', 'u', 'k', 'u', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 's', 'h', 'a', 'o', 'y', 'a', 'o', 'h', 'u', 'a', 'S', 't', 'u', 't', 'i', '*', '*', 'S', '*', 'ŋ', 'u', 'S']	['t', 's', 'u', 'k', 'u', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 's', 'h', 'a', '*', 'i', 'a', 'S', 'h', 'u', 'a', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'ɲ', 'ŋ', 'u', '*']	0.657	0.755	0.814	0.890625
tɕendɤre toʁde ʑo nɯnɯ nɯsɤɣzo amɤpɯmtonɯ qhe	tɕendɤre toʁde ʑo nɯnɯ nɯsɤβzu amɯ pɯmtonɯ qhe	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'o', 'ʁ', 'd', 'e', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 's', 'ɤ', 'ɣ', 'z', 'o', 'S', 'a', 'm', '*', 'ɤ', 'p', 'ɯ', 'm', 't', 'o', 'n', 'ɯ', 'S', 'q', 'h', 'e']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'o', 'ʁ', 'd', 'e', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 's', 'ɤ', 'β', 'z', 'u', 'S', 'a', 'm', 'ɯ', 'S', 'p', 'ɯ', 'm', 't', 'o', 'n', 'ɯ', 'S', 'q', 'h', 'e']	0.804	0.9	0.888	0.9555555555555556
iɕqha rgɤtpu nɯ kɯ nɯɕɯmɯma ʑo iɕqha raʁ ɣɯ tɤfkaβ nɯ kɯ iɕqha raʁ ɯphoŋ nɯnɯ chɤsɯfkaβ	iɕqha rgɤtpu nɯ kɯ nɯɕɯmɯma ʑo iɕqha raʁ ɣɯ tɤfkaβ nɯ kɯ iɕqha raʁ phoŋ nɯnɯ chɤsɯfkaβ	['i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'g', 'ɤ', 't', 'p', 'u', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'a', 'ʁ', 'S', 'ɣ', 'ɯ', 'S', 't', 'ɤ', 'f', 'k', 'a', 'β', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'a', 'ʁ', 'S', 'ɯ', 'p', 'h', 'o', 'ŋ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'c', 'h', 'ɤ', 's', 'ɯ', 'f', 'k', 'a', 'β']	['i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'g', 'ɤ', 't', 'p', 'u', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'a', 'ʁ', 'S', 'ɣ', 'ɯ', 'S', 't', 'ɤ', 'f', 'k', 'a', 'β', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'a', 'ʁ', 'S', '*', 'p', 'h', 'o', 'ŋ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'c', 'h', 'ɤ', 's', 'ɯ', 'f', 'k', 'a', 'β']	0.96	0.962	0.997	0.9941860465116279
ɯnɯnɯ amɤtɤmŋɤm ɲɯra ma tɕe 	ɯnɯnɯ amatɤmŋɤm ɲɯra ma tɕe	['ɯ', 'n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'm', 'ɤ', 't', 'ɤ', 'm', 'ŋ', 'ɤ', 'm', 'S', 'ɲ', 'ɯ', 'r', 'a', 'S', 'm', 'a', 'S', 't', 'ɕ', 'e', 'S']	['ɯ', 'n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'm', 'a', 't', 'ɤ', 'm', 'ŋ', 'ɤ', 'm', 'S', 'ɲ', 'ɯ', 'r', 'a', 'S', 'm', 'a', 'S', 't', 'ɕ', 'e', '*']	0.888	0.904	0.959	0.9629629629629629
tɕendɤre nɯnɯ ɯŋgɯ nɯtɕu iɕqha ɕnɤto ɯfkɯm ɣɯ ɯŋgɯ nɯtɕu	tɕendɤre nɯnɯ ɯŋgɯ nɯtɕu iɕqha ɕnɤtofkɯm ɯŋgɯ nɯtɕu ɕnɤto pjɤme kɯ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'ɕ', 'n', 'ɤ', 't', 'o', 'S', 'ɯ', 'f', 'k', 'ɯ', 'm', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'ɕ', 'n', 'ɤ', 't', 'o', '*', '*', 'f', 'k', 'ɯ', 'm', '*', '*', '*', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'ɕ', 'n', 'ɤ', 't', 'o', 'S', 'p', 'j', 'ɤ', 'm', 'e', 'S', 'k', 'ɯ']	0.741	0.74	0.9	0.8347107438016529
alading ɯrʑaβ ɯtɤɕime nɯ qhe nɯrɟɤlsa nɯ nɯɕɯmɯma ʑo iɕqha zhongguo ɣɯ nɯ ɕɯŋgɯ pɯkɯŋu ɣɯ ɯsɤtɕha nɯtɕu pjɤ́wɣɣɤntaβnɯ	alading ɯrʑaβ nɯ ɯtɤɕime nɯ qhe nɯrɟɤl sa nɯ nɯɕɯmɯma ʑo iɕqha tʂongguo ɣɯ nɯɕɯŋgɯ pɯkɯŋu ɣɯ ɯsɤtɕha nɯtɕu jós pjɤ́wɣɣɤntaβ	['a', 'l', 'a', 'd', 'i', 'n', 'g', 'S', 'ɯ', 'r', 'ʑ', 'a', 'β', 'S', '*', '*', '*', 'ɯ', 't', 'ɤ', 'ɕ', 'i', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'h', 'e', 'S', 'n', 'ɯ', 'r', 'ɟ', 'ɤ', 'l', '*', 's', 'a', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'z', 'h', 'o', 'n', 'g', 'g', 'u', 'o', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɯ', 'S', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'p', 'ɯ', 'k', 'ɯ', 'ŋ', 'u', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', '*', '*', '*', '*', '*', 'S', 'p', 'j', 'ɤ', '́', 'w', 'ɣ', 'ɣ', 'ɤ', 'n', 't', 'a', 'β', 'n', 'ɯ']	['a', 'l', 'a', 'd', 'i', 'n', 'g', 'S', 'ɯ', 'r', 'ʑ', 'a', 'β', 'S', 'n', 'ɯ', 'S', 'ɯ', 't', 'ɤ', 'ɕ', 'i', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'h', 'e', 'S', 'n', 'ɯ', 'r', 'ɟ', 'ɤ', 'l', 'S', 's', 'a', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'ʂ', 'o', 'n', 'g', 'g', 'u', 'o', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɯ', '*', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'p', 'ɯ', 'k', 'ɯ', 'ŋ', 'u', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'j', 'o', '́', 's', 'S', 'p', 'j', 'ɤ', '́', 'w', 'ɣ', 'ɣ', 'ɤ', 'n', 't', 'a', 'β', '*', '*']	0.859	0.872	0.923	0.941908713692946
tɕeri qajɯ ɯthoʁ qajɯ nɯra nɯkɯsɤpɯpa nɯ ɲɯŋu low 	tɕeri qajɯ ɯthoʁ qajɯ nɯra nɯkɯsɤ pɯpa nɯ ɲɯŋu low amba lɯlakɯfse	['t', 'ɕ', 'e', 'r', 'i', 'S', 'q', 'a', 'j', 'ɯ', 'S', 'ɯ', 't', 'h', 'o', 'ʁ', 'S', 'q', 'a', 'j', 'ɯ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'n', 'ɯ', 'k', 'ɯ', 's', 'ɤ', '*', 'p', 'ɯ', 'p', 'a', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 'l', 'o', 'w', 'S', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*']	['t', 'ɕ', 'e', 'r', 'i', 'S', 'q', 'a', 'j', 'ɯ', 'S', 'ɯ', 't', 'h', 'o', 'ʁ', 'S', 'q', 'a', 'j', 'ɯ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'n', 'ɯ', 'k', 'ɯ', 's', 'ɤ', 'S', 'p', 'ɯ', 'p', 'a', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 'l', 'o', 'w', 'S', 'a', 'm', 'b', 'a', 'S', 'l', 'ɯ', 'l', 'a', 'k', 'ɯ', 'f', 's', 'e']	0.779	0.779	0.963	0.868421052631579
li ɯzda ra ɯrca nɯ tɕu jojɣɤt pjɤra	nɯzda ra nɯrcanɯ tɕu jojɣɤt pjɤra	['l', 'i', 'S', 'ɯ', 'z', 'd', 'a', 'S', 'r', 'a', 'S', '*', 'ɯ', 'r', 'c', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'j', 'o', 'j', 'ɣ', 'ɤ', 't', 'S', 'p', 'j', 'ɤ', 'r', 'a']	['*', '*', 'n', 'ɯ', 'z', 'd', 'a', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'r', 'c', 'a', '*', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'j', 'o', 'j', 'ɣ', 'ɤ', 't', 'S', 'p', 'j', 'ɤ', 'r', 'a']	0.807	0.912	0.827	0.9253731343283582
tɕendɤre nɤkinɯ nɯɕɯmɯma ʑo nɯnɯ hengsheer nɯnɯ nɯ sɤznɤ nɯ chɯ́wɣpu tɕe tundzea ɲɯntshi ɲɤsɯso	tɕendɤre nɤkinɯ nɯɕɯmɯma ʑo nɯnɯ hengshal nɯ sɤzndɤnɯ chɯ́wɣpu tɕe tundzea ɲɯntshi ɲɤsɯso	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'h', 'e', 'n', 'g', 's', 'h', 'e', 'e', 'r', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 'S', 's', 'ɤ', 'z', 'n', 'ɤ', 'S', 'n', 'ɯ', 'S', 'c', 'h', 'ɯ', '́', 'w', 'ɣ', 'p', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'u', 'n', 'd', 'z', 'e', 'a', 'S', 'ɲ', 'ɯ', 'n', 't', 's', 'h', 'i', 'S', 'ɲ', 'ɤ', 's', 'ɯ', 's', 'o']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'h', 'e', 'n', 'g', 's', 'h', '*', '*', '*', '*', '*', '*', 'a', 'l', 'S', 'n', 'ɯ', 'S', 's', 'ɤ', 'z', 'n', 'd', 'ɤ', 'n', 'ɯ', 'S', 'c', 'h', 'ɯ', '́', 'w', 'ɣ', 'p', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'u', 'n', 'd', 'z', 'e', 'a', 'S', 'ɲ', 'ɯ', 'n', 't', 's', 'h', 'i', 'S', 'ɲ', 'ɤ', 's', 'ɯ', 's', 'o']	0.881	0.898	0.949	0.9453551912568307
nɯmci kɤrɤwum maka mɯ́jchanɯ tɕe nɯmci tuɣɤrɯβrɯβ ʑo ɲɯŋu	nɯmci kɤrɤwu maka me ci mɯ́jchanɯ tɕe nɯ mci tuɣɯɤrɯβrɯβ ʑo ɲɯŋu	['n', 'ɯ', 'm', 'c', 'i', 'S', 'k', 'ɤ', 'r', 'ɤ', 'w', 'u', 'm', 'S', 'm', 'a', 'k', 'a', '*', '*', '*', '*', '*', '*', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', 'a', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', '*', 'm', 'c', 'i', 'S', 't', 'u', 'ɣ', '*', 'ɤ', 'r', 'ɯ', 'β', 'r', 'ɯ', 'β', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	['n', 'ɯ', 'm', 'c', 'i', 'S', 'k', 'ɤ', 'r', 'ɤ', 'w', 'u', '*', 'S', 'm', 'a', 'k', 'a', 'S', 'm', 'e', 'S', 'c', 'i', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', 'a', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'm', 'c', 'i', 'S', 't', 'u', 'ɣ', 'ɯ', 'ɤ', 'r', 'ɯ', 'β', 'r', 'ɯ', 'β', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	0.916	0.893	0.952	0.925
tɕendɤre nɯtɕu tɕe tɕendɤre pjɤsɯz tɕendɤre 	tɕendɤre nɯtɕu tɕe tɕe pjɤsɯz tɕendɤre	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'p', 'j', 'ɤ', 's', 'ɯ', 'z', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', '*', '*', '*', '*', '*', 'S', 'p', 'j', 'ɤ', 's', 'ɯ', 'z', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', '*']	0.876	0.933	0.902	0.9259259259259259
tɕe rɟɤlpu ci pjɤtu tɕe rɟɤlpu ɣɯ ɯkha nɯnɯ iɕqha 	tɕendɤre rɟɤlpu ci pjɤtu tɕe rɟɤlpu ɣɯ ɯkha nɯnɯ iɕqha	['t', 'ɕ', 'e', '*', '*', '*', '*', '*', 'S', 'r', 'ɟ', 'ɤ', 'l', 'p', 'u', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 'r', 'ɟ', 'ɤ', 'l', 'p', 'u', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'k', 'h', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'r', 'ɟ', 'ɤ', 'l', 'p', 'u', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 'r', 'ɟ', 'ɤ', 'l', 'p', 'u', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'k', 'h', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', '*']	0.873	0.852	0.95	0.941747572815534
tɕe qandzɤjo kɤti ci tu tɕe	tɕe qandzɤjo kɤti ci tu tɕe	['t', 'ɕ', 'e', 'S', 'q', 'a', 'n', 'd', 'z', 'ɤ', 'j', 'o', 'S', 'k', 'ɤ', 't', 'i', 'S', 'c', 'i', 'S', 't', 'u', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'S', 'q', 'a', 'n', 'd', 'z', 'ɤ', 'j', 'o', 'S', 'k', 'ɤ', 't', 'i', 'S', 'c', 'i', 'S', 't', 'u', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0	1.0
ci ci tɕe tɕendɤre iɕqha si nɯ kúwɣsɯsphjaʁ 	ci ci tɕe tɕendɤre iɕqha si nɯ kúwɣsɯsphjaʁ	['c', 'i', 'S', 'c', 'i', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 's', 'i', 'S', 'n', 'ɯ', 'S', 'k', 'u', '́', 'w', 'ɣ', 's', 'ɯ', 's', 'p', 'h', 'j', 'a', 'ʁ', 'S']	['c', 'i', 'S', 'c', 'i', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 's', 'i', 'S', 'n', 'ɯ', 'S', 'k', 'u', '́', 'w', 'ɣ', 's', 'ɯ', 's', 'p', 'h', 'j', 'a', 'ʁ', '*']	0.956	0.958	0.995	0.9886363636363636
tɕe kɯɣɤrʁaʁ tɯrme nɯ kɯ	kɯɣɤrʁaʁ tɯrme nɯ kɯ	['t', 'ɕ', 'e', 'S', 'k', 'ɯ', 'ɣ', 'ɤ', 'r', 'ʁ', 'a', 'ʁ', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ']	['*', '*', '*', '*', 'k', 'ɯ', 'ɣ', 'ɤ', 'r', 'ʁ', 'a', 'ʁ', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ']	0.799	0.929	0.839	0.9069767441860465
