Reference	Prediction	Ref_noTones	Pred_noTones	Ref_words_noTones	Pred_words_noTones	Diff_num_words	Lev_distance_noTones	Lev_distance_words_notones	Average_lev_dist_notones
ʐo˩dzɯ˩˥ wɤ˩˥ ʐwæ˧tɕi˥ le˧pʰv̩˧˥ wɤ˩˥ ɖɯ˧ʂɯ˩dzɯ˩ wɤ˩˥ ʐwæ˧ ɖɯ˧lv̩˧˥ wɤ˩˥ ɖɯ˧ʂɯ˩ʈʂæ˩	ʐo˩dzɯ˩˥ wɤ˩˥ ʐwæ˧tɕɯ˥ le˧pʰv̩˧˥ wɤ˩˥ ɖɯ˧ɯ˧ʂɯ˩dzɯ˧ wɤ˩˥ ʐwæ˧ ɖɯ˧lv̩˧ĩ˥ wɤ˩˥ ɖɯ˧ʂɯ˩ʈʂæ˩	ʐodzɯ wɤ ʐwætɕi lepʰv̩ wɤ ɖɯʂɯdzɯ wɤ ʐwæ ɖɯlv̩ wɤ ɖɯʂɯʈʂæ	ʐodzɯ wɤ ʐwætɕɯ lepʰv̩ wɤ ɖɯɯʂɯdzɯ wɤ ʐwæ ɖɯlv̩ĩ wɤ ɖɯʂɯʈʂæ	['ʐodzɯ', 'wɤ', 'ʐwætɕi', 'lepʰv̩', 'wɤ', 'ɖɯʂɯdzɯ', 'wɤ', 'ʐwæ', 'ɖɯlv̩', 'wɤ', 'ɖɯʂɯʈʂæ']	['ʐodzɯ', 'wɤ', 'ʐwætɕɯ', 'lepʰv̩', 'wɤ', 'ɖɯɯʂɯdzɯ', 'wɤ', 'ʐwæ', 'ɖɯlv̩ĩ', 'wɤ', 'ɖɯʂɯʈʂæ']	0	0.9572649572649573	[1.0, 1.0, 0.8333333333333334, 1.0, 1.0, 0.9333333333333333, 1.0, 1.0, 0.8333333333333334, 1.0, 1.0]	0.9636363636363636
qʰv̩˧˥ dʑo˩ tʰi˩˥ mi˩zɯ˩˥ ɖɯ˧v̩˧dʑo˩tsɯ˩mv̩˩	qʰv̩˩˥ dʑo˩ tʰi˩˥ mi˩zɯ˩˥ ɖɯ˧v̩˧dʑo˩tsɯ˩mv̩˩	qʰv̩ dʑo tʰi mizɯ ɖɯv̩dʑotsɯmv̩	qʰv̩ dʑo tʰi mizɯ ɖɯv̩dʑotsɯmv̩	['qʰv̩', 'dʑo', 'tʰi', 'mizɯ', 'ɖɯv̩dʑotsɯmv̩']	['qʰv̩', 'dʑo', 'tʰi', 'mizɯ', 'ɖɯv̩dʑotsɯmv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ ʝi˧bi˧di˧mɤ˧di˥	tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ ʝi˧bi˧di˧mɤ˧di˧	tʰi əʝiʂɯʝidʑo ʝibidimɤdi	tʰi əʝiʂɯʝidʑo ʝibidimɤdi	['tʰi', 'əʝiʂɯʝidʑo', 'ʝibidimɤdi']	['tʰi', 'əʝiʂɯʝidʑo', 'ʝibidimɤdi']	0	1.0	[1.0, 1.0, 1.0]	1.0
ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧kʰwɤ˧dʑo˧ gɯ˧ɳɯ˧ qʰæ˧dʑo˧ mɤ˧do˩ ə˩gi˩	ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧kʰwɤ˧dʑo˥ gɤ˧ɳɯ˧ qʰæ˧tɕi˧ mɤ˧do˩ ə˩gi˩	ʈʂʰɯneʝi ɖɯkʰwɤdʑo gɯɳɯ qʰædʑo mɤdo əgi	ʈʂʰɯneʝi ɖɯkʰwɤdʑo gɤɳɯ qʰætɕi mɤdo əgi	['ʈʂʰɯneʝi', 'ɖɯkʰwɤdʑo', 'gɯɳɯ', 'qʰædʑo', 'mɤdo', 'əgi']	['ʈʂʰɯneʝi', 'ɖɯkʰwɤdʑo', 'gɤɳɯ', 'qʰætɕi', 'mɤdo', 'əgi']	0	0.8974358974358975	[1.0, 1.0, 0.75, 0.5, 1.0, 1.0]	0.875
ə˧ʝi˧ʂɯ˥ʝi˩ ho˧di˧mɤ˧ɲi˩ ʂe˧ʈʂe˩ dʑo˧mɤ˧kv̩˧pʰæ˥di˩ ʂe˧ʈʂe˩hwæ˩ le˧po˧jo˥kv̩˩mæ˩	ə˧ʝi˧ʂɯ˥ʝi˩ ho˧di˧mɤ˧ɲi˩ ʂe˧ʈʂʰɯ˩ dʑo˧mɤ˧kv̩˧pʰæ˥di˩ ʂe˧ʈʂe˩hwæ˩ le˧po˧jo˥kv̩˩mæ˩	əʝiʂɯʝi hodimɤɲi ʂeʈʂe dʑomɤkv̩pʰædi ʂeʈʂehwæ lepojokv̩mæ	əʝiʂɯʝi hodimɤɲi ʂeʈʂʰɯ dʑomɤkv̩pʰædi ʂeʈʂehwæ lepojokv̩mæ	['əʝiʂɯʝi', 'hodimɤɲi', 'ʂeʈʂe', 'dʑomɤkv̩pʰædi', 'ʂeʈʂehwæ', 'lepojokv̩mæ']	['əʝiʂɯʝi', 'hodimɤɲi', 'ʂeʈʂʰɯ', 'dʑomɤkv̩pʰædi', 'ʂeʈʂehwæ', 'lepojokv̩mæ']	0	0.9739130434782609	[1.0, 1.0, 0.7272727272727273, 1.0, 1.0, 1.0]	0.9545454545454546
ʂe˧pʰæ˩ ɖɯ˧pʰæ˧˥ tʰi˧kʰɯ˧˥	ʂe˧pʰæ˩ ɖɯ˧pʰæ˧tʰi˥kʰɯ˩	ʂepʰæ ɖɯpʰæ tʰikʰɯ	ʂepʰæ ɖɯpʰætʰikʰɯ	['ʂepʰæ', 'ɖɯpʰæ', 'tʰikʰɯ']	['ʂepʰæ', 'ɖɯpʰætʰikʰɯ']	-1	0.9714285714285714	[1.0, 0.625, 0.0]	0.5416666666666666
gv̩˧wo	ə˧zɯ˩ɖɯ˧	gv̩wo	əzɯɖɯ	['gv̩wo']	['əzɯɖɯ']	0	0.0	[0.0]	0.0
kʰv̩˩mi˩tʰv̩˩v̩˩ɳɯ˥ hĩ˧ ɖɯ˧v̩˧tsɤ˧ɲi˥ze˩ tʰi˩˥ əəə…zo˩no˥ tsʰe˩so˩kʰv̩˩gv̩˩˥ kwɤ˩tɕɯ˩lɑ˩ hĩ˧ ɖɯ˧v̩˧tsɤ˧ɲi˥ze˩	kʰv̩˩mi˩tʰv̩˩v̩˩ɳɯ˥ hĩ˧ ɖɯ˧v̩˧tsɤ˧ɲi˥ze˩ tʰi˩˥ əə…zo˩no˥ tsʰe˩so˩kʰv̩˩gv̩˩˥ kwɤ˩tɕɯ˩lɑ˩ hĩ˧ ɖɯ˧v̩˧tsɤ˧ɲi˥ze˩	kʰv̩mitʰv̩v̩ɳɯ hĩ ɖɯv̩tsɤɲize tʰi əəə…zono tsʰesokʰv̩gv̩ kwɤtɕɯlɑ hĩ ɖɯv̩tsɤɲize	kʰv̩mitʰv̩v̩ɳɯ hĩ ɖɯv̩tsɤɲize tʰi əə…zono tsʰesokʰv̩gv̩ kwɤtɕɯlɑ hĩ ɖɯv̩tsɤɲize	['kʰv̩mitʰv̩v̩ɳɯ', 'hĩ', 'ɖɯv̩tsɤɲize', 'tʰi', 'əəə…zono', 'tsʰesokʰv̩gv̩', 'kwɤtɕɯlɑ', 'hĩ', 'ɖɯv̩tsɤɲize']	['kʰv̩mitʰv̩v̩ɳɯ', 'hĩ', 'ɖɯv̩tsɤɲize', 'tʰi', 'əə…zono', 'tsʰesokʰv̩gv̩', 'kwɤtɕɯlɑ', 'hĩ', 'ɖɯv̩tsɤɲize']	0	0.9938650306748467	[1.0, 1.0, 1.0, 1.0, 0.9333333333333333, 1.0, 1.0, 1.0, 1.0]	0.9925925925925926
tʰi˩˥ ʈʂʰɯ˧ so˧bæ˧hĩ˧ ʈʂʰɯ˧dʑo˩ tsʰe˧ʝi˧dʑo˩ ʑi˧qʰwɤ˧dɑ˧tso˧ɲi˥ pi˧zo˩ gv̩˩ɬi˩mi˩qo˥ɳɯ˩ əəə…ɬi˩bi˩ʈʂʰɯ˥ le˧qwæ˧˥ wɤ˩˥ ɑ˩ʁo˧ lv̩˧qo˧ tʰi˧tv̩˧hĩ˧ʈʂʰɯ˧ gɤ˩qwæ˩˥	tʰi˩˥ ʈʂʰɯ˧so˧bæ˧hĩ˧ʈʂʰɯ˧dʑo˩ tsʰe˧ʝi˧ʑ˩ ʑi˧qʰwɤ˧dɑ˧tso˧ɲi˥ pi˧zo˩ gv̩˩ɬi˩mi˩qo˥ɳɯ˩ əə…ɬi˩bi˩ʈʂʰɯ˥ le˧qwæ˧˥ wɤ˩˥ ɑ˩ʁo˧ tlv̩˧qo˧tʰv̩˧tv̩˧hĩ˧ʈʂʰɯ˧ gæ˩qwæ˧˥	tʰi ʈʂʰɯ sobæhĩ ʈʂʰɯdʑo tsʰeʝidʑo ʑiqʰwɤdɑtsoɲi pizo gv̩ɬimiqoɳɯ əəə…ɬibiʈʂʰɯ leqwæ wɤ ɑʁo lv̩qo tʰitv̩hĩʈʂʰɯ gɤqwæ	tʰi ʈʂʰɯsobæhĩʈʂʰɯdʑo tsʰeʝiʑ ʑiqʰwɤdɑtsoɲi pizo gv̩ɬimiqoɳɯ əə…ɬibiʈʂʰɯ leqwæ wɤ ɑʁo tlv̩qotʰv̩tv̩hĩʈʂʰɯ gæqwæ	['tʰi', 'ʈʂʰɯ', 'sobæhĩ', 'ʈʂʰɯdʑo', 'tsʰeʝidʑo', 'ʑiqʰwɤdɑtsoɲi', 'pizo', 'gv̩ɬimiqoɳɯ', 'əəə…ɬibiʈʂʰɯ', 'leqwæ', 'wɤ', 'ɑʁo', 'lv̩qo', 'tʰitv̩hĩʈʂʰɯ', 'gɤqwæ']	['tʰi', 'ʈʂʰɯsobæhĩʈʂʰɯdʑo', 'tsʰeʝiʑ', 'ʑiqʰwɤdɑtsoɲi', 'pizo', 'gv̩ɬimiqoɳɯ', 'əə…ɬibiʈʂʰɯ', 'leqwæ', 'wɤ', 'ɑʁo', 'tlv̩qotʰv̩tv̩hĩʈʂʰɯ', 'gæqwæ']	-3	0.9478260869565217	[1.0, 0.36363636363636365, 0.2857142857142857, 0.3, 0.3076923076923077, 0.25, 0.13333333333333333, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.18435841935841935
se˧kʰɯ˩ ʁo˧ni˥ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bo˩ qʰɑ˧ʂæ˧gv̩˧ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bo˩	se˧kʰɯ˩ʁo˩ni˥ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bo˩ qʰɑ˧ʂæ˧gv̩˧ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bvo˩	sekʰɯ ʁoni ʈʂʰɯneʝi ɖɯbo qʰɑʂægv̩ ʈʂʰɯneʝi ɖɯbo	sekʰɯʁoni ʈʂʰɯneʝi ɖɯbo qʰɑʂægv̩ ʈʂʰɯneʝi ɖɯbvo	['sekʰɯ', 'ʁoni', 'ʈʂʰɯneʝi', 'ɖɯbo', 'qʰɑʂægv̩', 'ʈʂʰɯneʝi', 'ɖɯbo']	['sekʰɯʁoni', 'ʈʂʰɯneʝi', 'ɖɯbo', 'qʰɑʂægv̩', 'ʈʂʰɯneʝi', 'ɖɯbvo']	-1	0.9787234042553191	[0.7142857142857143, 0.3333333333333333, 0.16666666666666666, 0.0, 0.125, 0.15384615384615385, 0.0]	0.21330455259026687
kʰv̩˩mi˩ki˥dʑo˩ tʰi˩˥ pʰv̩˩ɖɯ˩ʝi˥zo˩kv̩˩ hĩ˧hĩ˧zɯ˧zɯ˥lɑ˩ kʰv̩˩zɯ˩zɯ˥pi˩ zo˩no˥ hĩ˧lɑ˩ kʰv̩˧dʑo˩ ɖɯ˧bæ˧lɑ˧ɲi˥	kʰv̩˩mi˩ki˥dʑo˩ tʰi˩˥ pʰv̩˧ɖɯ˧ʝi˥zo˩kv̩˩ hĩ˧ hĩ˧ zɯ˧zɯ˧lɑ˩ kʰv̩˩zɯ˥zɯ˩pi˩ zo˩no˥ hĩ˧lɑ˩ kʰv̩˧dʑo˩ ɖɯ˧bæ˧lɑ˧ɲi˥	kʰv̩mikidʑo tʰi pʰv̩ɖɯʝizokv̩ hĩhĩzɯzɯlɑ kʰv̩zɯzɯpi zono hĩlɑ kʰv̩dʑo ɖɯbælɑɲi	kʰv̩mikidʑo tʰi pʰv̩ɖɯʝizokv̩ hĩ hĩ zɯzɯlɑ kʰv̩zɯzɯpi zono hĩlɑ kʰv̩dʑo ɖɯbælɑɲi	['kʰv̩mikidʑo', 'tʰi', 'pʰv̩ɖɯʝizokv̩', 'hĩhĩzɯzɯlɑ', 'kʰv̩zɯzɯpi', 'zono', 'hĩlɑ', 'kʰv̩dʑo', 'ɖɯbælɑɲi']	['kʰv̩mikidʑo', 'tʰi', 'pʰv̩ɖɯʝizokv̩', 'hĩ', 'hĩ', 'zɯzɯlɑ', 'kʰv̩zɯzɯpi', 'zono', 'hĩlɑ', 'kʰv̩dʑo', 'ɖɯbælɑɲi']	2	0.9878048780487805	[1.0, 1.0, 1.0, 0.4, 0.15384615384615385, 0.2, 0.13333333333333333, 0.18181818181818182, 0.3076923076923077]	0.4862988862988863
tʰi˩˥ əəə…ə˧mi˧ ɖɯ˧do˩ki˩dʑo˩ tʰi˩˥ wɤ˩˥ ə˧mi˧ le˧tɕʰɯ˧˥ tɕɯ˩hɯ˩zo˩	tʰi˩˥ ə…ə˧mi˧ɖɯ˧do˩ɻ̍ki˩dʑo˩ tʰi˩˥ɤ˩ ə˧mi˧ le˧tɕʰɯ˧˥tɕi˩hɯ˩zo˩	tʰi əəə…əmi ɖɯdokidʑo tʰi wɤ əmi letɕʰɯ tɕɯhɯzo	tʰi ə…əmiɖɯdoɻ̍kidʑo tʰiɤ əmi letɕʰɯtɕihɯzo	['tʰi', 'əəə…əmi', 'ɖɯdokidʑo', 'tʰi', 'wɤ', 'əmi', 'letɕʰɯ', 'tɕɯhɯzo']	['tʰi', 'ə…əmiɖɯdoɻ̍kidʑo', 'tʰiɤ', 'əmi', 'letɕʰɯtɕihɯzo']	-3	0.8888888888888888	[1.0, 0.43478260869565216, 0.15384615384615385, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]	0.24024526198439242
ʈʂʰɯ˧ne˧ʝi˥ ʁɑ˩mi˧ ɲi˧zo˧ njɤ˩ɭɯ˧lɑ˧ ʁo˧qʰwɤ˩dʑo˩ tʰi˧di˩zo˩	ʈʂʰɯ˧ne˧ʝi˥ ʁɑ˩mi˧ ɲi˧zo˧ njɤ˩ɭɯ˧lɑ˧ ʁo˧qʰwɤ˩zo˩dʑo˩ tʰi˧di˩zo˩	ʈʂʰɯneʝi ʁɑmi ɲizo njɤɭɯlɑ ʁoqʰwɤdʑo tʰidizo	ʈʂʰɯneʝi ʁɑmi ɲizo njɤɭɯlɑ ʁoqʰwɤzodʑo tʰidizo	['ʈʂʰɯneʝi', 'ʁɑmi', 'ɲizo', 'njɤɭɯlɑ', 'ʁoqʰwɤdʑo', 'tʰidizo']	['ʈʂʰɯneʝi', 'ʁɑmi', 'ɲizo', 'njɤɭɯlɑ', 'ʁoqʰwɤzodʑo', 'tʰidizo']	0	0.9777777777777777	[1.0, 1.0, 1.0, 1.0, 0.9, 1.0]	0.9833333333333334
ɖɯ˧kʰv̩˧˥ ɲi˧kʰv̩˧˥ tsʰe˧kʰv̩˧gv̩˧ɲi˥ze˩mæ˩ə˩gi˩	ɖɯ˧kʰv̩˧˥ ɲi˩kʰv̩˩˥ tsʰe˩kʰv̩˩gi˩ɲi˥ze˩mæ˩ ə˩gi˩	ɖɯkʰv̩ ɲikʰv̩ tsʰekʰv̩gv̩ɲizemæəgi	ɖɯkʰv̩ ɲikʰv̩ tsʰekʰv̩giɲizemæ əgi	['ɖɯkʰv̩', 'ɲikʰv̩', 'tsʰekʰv̩gv̩ɲizemæəgi']	['ɖɯkʰv̩', 'ɲikʰv̩', 'tsʰekʰv̩giɲizemæ', 'əgi']	1	0.9411764705882353	[1.0, 1.0, 0.8333333333333334]	0.9444444444444444
tʰi˩˥ dʑo˩gi˩˥ dʑo˩ tʰi˩˥ hĩ˧ɻæ˥ tʰi˩˥ kə˧mv̩˧˥ tʰi˩˥ ʂɯ˧tse˥ mɤ˧hɯ˧ tʰi˧dzi˩kʰɯ˩tsɯ˩ mv̩˩	tʰi˩˥ dʑo˩ gi˩˥ dʑo˩ tʰi˩˥ hĩ˧ɻæ˥ tʰi˩˥ kə˧mv̩˧˥ tʰi˩˥ ʂɯ˩tsɤ˧˥ mɤ˧hɯ˧ tʰi˧dzi˩kʰɯ˩tsɯ˩ mv̩˩	tʰi dʑogi dʑo tʰi hĩɻæ tʰi kəmv̩ tʰi ʂɯtse mɤhɯ tʰidzikʰɯtsɯ mv̩	tʰi dʑo gi dʑo tʰi hĩɻæ tʰi kəmv̩ tʰi ʂɯtsɤ mɤhɯ tʰidzikʰɯtsɯ mv̩	['tʰi', 'dʑogi', 'dʑo', 'tʰi', 'hĩɻæ', 'tʰi', 'kəmv̩', 'tʰi', 'ʂɯtse', 'mɤhɯ', 'tʰidzikʰɯtsɯ', 'mv̩']	['tʰi', 'dʑo', 'gi', 'dʑo', 'tʰi', 'hĩɻæ', 'tʰi', 'kəmv̩', 'tʰi', 'ʂɯtsɤ', 'mɤhɯ', 'tʰidzikʰɯtsɯ', 'mv̩']	1	0.9770992366412213	[1.0, 0.75, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.25, 0.2222222222222222, 0.125, 0.0]	0.23726851851851852
njɤ˧ ə˧si˧ɳɯ˧ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩kv̩˩˥ mv̩˩	njɤ˧ ə˧si˧ɳɯ˧ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩kv̩˩˥ mæ˩	njɤ əsiɳɯ ʈʂʰɯneʝi ʐwɤkv̩ mv̩	njɤ əsiɳɯ ʈʂʰɯneʝi ʐwɤkv̩ mæ	['njɤ', 'əsiɳɯ', 'ʈʂʰɯneʝi', 'ʐwɤkv̩', 'mv̩']	['njɤ', 'əsiɳɯ', 'ʈʂʰɯneʝi', 'ʐwɤkv̩', 'mæ']	0	0.9473684210526315	[1.0, 1.0, 1.0, 1.0, 0.4]	0.88
ʈʂʰɯ˧ne˧ʝi˥ le˧ʈʂʰo˥ le˧ʈʂʰo˥dʑo˩ tʰi˩˥ əəə…ʁwɤ˧ʁwɤ˧qo˧ njæ˧sɯ˩kv̩˩ bi˧ ɖɯ˧ʑi˩ɳɯ˩ ɖɯ˧v̩˧ bi˧ ʈʰææ̃˧ tʰi˧gəəə…tʰi˧dzi˩ ʈʂʰɯ˧ne˧ʝi˥ ŋv̩˩kv̩˩˥ mæ˩	ʈʂʰɯ˧ne˧ʝi˥ le˧ʈʂʰo˧˥ le˧ʈʂʰo˧˥ dʑo˩ tʰi˩˥ əəəə…ʁwɤ˧qo˧ njæ˧sɯ˩kv̩˩ bi˧ ɖɯ˧ʑi˩ɳɯ˩ ɖɯ˧v̩˧bi˧ ʈʰæɑ̃˧ tʰi˧qoəə…tʰi˧dzi˩zi˩ ʈʂʰɯ˧ne˧i˥ ŋv̩˩kv̩˥ mæ˩	ʈʂʰɯneʝi leʈʂʰo leʈʂʰodʑo tʰi əəə…ʁwɤʁwɤqo njæsɯkv̩ bi ɖɯʑiɳɯ ɖɯv̩ bi ʈʰææ̃ tʰigəəə…tʰidzi ʈʂʰɯneʝi ŋv̩kv̩ mæ	ʈʂʰɯneʝi leʈʂʰo leʈʂʰo dʑo tʰi əəəə…ʁwɤqo njæsɯkv̩ bi ɖɯʑiɳɯ ɖɯv̩bi ʈʰæɑ̃ tʰiqoəə…tʰidzizi ʈʂʰɯnei ŋv̩kv̩ mæ	['ʈʂʰɯneʝi', 'leʈʂʰo', 'leʈʂʰodʑo', 'tʰi', 'əəə…ʁwɤʁwɤqo', 'njæsɯkv̩', 'bi', 'ɖɯʑiɳɯ', 'ɖɯv̩', 'bi', 'ʈʰææ̃', 'tʰigəəə…tʰidzi', 'ʈʂʰɯneʝi', 'ŋv̩kv̩', 'mæ']	['ʈʂʰɯneʝi', 'leʈʂʰo', 'leʈʂʰo', 'dʑo', 'tʰi', 'əəəə…ʁwɤqo', 'njæsɯkv̩', 'bi', 'ɖɯʑiɳɯ', 'ɖɯv̩bi', 'ʈʰæɑ̃', 'tʰiqoəə…tʰidzizi', 'ʈʂʰɯnei', 'ŋv̩kv̩', 'mæ']	0	0.9308755760368663	[1.0, 1.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.25, 0.4, 0.5, 0.8, 0.8, 0.9333333333333333, 1.0, 1.0]	0.5655555555555556
lɑ˧tʰɑ˧di˧ɳɯ˥ tʰi˩˥ ə˧lɑ˧ʁwɤ˧dzi˩	lɑ˧tʰɑ˧di˧ɳɯ˥ tʰi˩˥ ə˧lɑ˧ʁwɤ˧dzi˩	lɑtʰɑdiɳɯ tʰi əlɑʁwɤdzi	lɑtʰɑdiɳɯ tʰi əlɑʁwɤdzi	['lɑtʰɑdiɳɯ', 'tʰi', 'əlɑʁwɤdzi']	['lɑtʰɑdiɳɯ', 'tʰi', 'əlɑʁwɤdzi']	0	1.0	[1.0, 1.0, 1.0]	1.0
zo˩no˥ kʰv̩˩mi˩ki˥ pʰv̩˧ɖɯ˧mɤ˧ʝi˥ pi˧dʑo˩ dʑɤ˩mɤ˧kv̩˧pi˥zo˩	zo˩no˥ kʰv̩˩mi˩ki˥ pʰv̩˧ɖɯ˧mɤ˧ʝi˥ pi˧dʑo˩ dʑɤ˩mɤ˧kv̩˧˥ pi˧zo˩	zono kʰv̩miki pʰv̩ɖɯmɤʝi pidʑo dʑɤmɤkv̩pizo	zono kʰv̩miki pʰv̩ɖɯmɤʝi pidʑo dʑɤmɤkv̩ pizo	['zono', 'kʰv̩miki', 'pʰv̩ɖɯmɤʝi', 'pidʑo', 'dʑɤmɤkv̩pizo']	['zono', 'kʰv̩miki', 'pʰv̩ɖɯmɤʝi', 'pidʑo', 'dʑɤmɤkv̩', 'pizo']	1	0.9885057471264368	[1.0, 1.0, 1.0, 1.0, 0.8]	0.96
ʂɯ˧tsʰi˩hõ˩tsʰi˩kʰv̩˩ɖɯ˩bi˩ õ˧bv̩˥õ˩ɲi˩ze	ʂɯ˧tsʰi˩hõ˩tsʰi˩kʰv̩˩ɖɯ˩bi˩ õ˧bv̩˥õ˩ɲi˩ze˩	ʂɯtsʰihõtsʰikʰv̩ɖɯbi õbv̩õɲize	ʂɯtsʰihõtsʰikʰv̩ɖɯbi õbv̩õɲize	['ʂɯtsʰihõtsʰikʰv̩ɖɯbi', 'õbv̩õɲize']	['ʂɯtsʰihõtsʰikʰv̩ɖɯbi', 'õbv̩õɲize']	0	1.0	[1.0, 1.0]	1.0
əəə…bæ˩bæ˩bæ˥pi˩ tsʰe˧tʰv̩˧kv̩˧hĩ˥ ɖɯ˧ʁo˩dʑo˩dʑo˩ õ˧tʰv̩˧ʁo˥hĩ˩tʰv̩˩	əə…bæ˩bæ˩bæ˩˥ pi˧ tsʰe˧tʰv̩˧kv̩˧hĩ˧ɖɯ˧ʁo˩dʑo˩dʑo˩ õ˧tʰv̩˧ʁo˥tʰv̩˩ɻ	əəə…bæbæbæpi tsʰetʰv̩kv̩hĩ ɖɯʁodʑodʑo õtʰv̩ʁohĩtʰv̩	əə…bæbæbæ pi tsʰetʰv̩kv̩hĩɖɯʁodʑodʑo õtʰv̩ʁotʰv̩ɻ	['əəə…bæbæbæpi', 'tsʰetʰv̩kv̩hĩ', 'ɖɯʁodʑodʑo', 'õtʰv̩ʁohĩtʰv̩']	['əə…bæbæbæ', 'pi', 'tsʰetʰv̩kv̩hĩɖɯʁodʑodʑo', 'õtʰv̩ʁotʰv̩ɻ']	0	0.9333333333333333	[0.8571428571428571, 0.125, 0.5882352941176471, 0.8571428571428571]	0.6068802521008403
tʰi˩˥ ʈʰæ˧mi˧ɳɯ˩ di˩li˩ʁo˩bv̩˥dʑo˩ le˧tɕɤ˧˥	tʰi˩˥ ʈʰææ̃˧ di˩li˩ʁo˩bv̩˥tɕo˩ le˧tɕɤ˧˥	tʰi ʈʰæmiɳɯ diliʁobv̩dʑo letɕɤ	tʰi ʈʰææ̃ diliʁobv̩tɕo letɕɤ	['tʰi', 'ʈʰæmiɳɯ', 'diliʁobv̩dʑo', 'letɕɤ']	['tʰi', 'ʈʰææ̃', 'diliʁobv̩tɕo', 'letɕɤ']	0	0.8275862068965517	[1.0, 0.5, 0.8333333333333334, 1.0]	0.8333333333333334
ʂe˩mo˧ɲi˥pi˩ ɖɯ˧ʁo˩dʑo˩kv̩˩ zo˩no˥ ɖwæ˧˥ pʰv̩˧ɖɯ˧hĩ˥tʰv̩˩ʁo˩dʑo˩ ʂe˩mo˧ɲi˥ pi˧kv̩˩mæ˩	ʂe˩mo˧ɲi˥pi˩ ɖɯ˧ʁo˩dʑo˩kv̩˩ zo˩no˥ ɖwæ˩˥˥ pʰv̩˧ɖɯ˧hĩ˥ tʰɯ˧ʁo˩dʑo˩ ʂe˩mo˧ɲi˥ pi˧kv̩˩mæ˩	ʂemoɲipi ɖɯʁodʑokv̩ zono ɖwæ pʰv̩ɖɯhĩtʰv̩ʁodʑo ʂemoɲi pikv̩mæ	ʂemoɲipi ɖɯʁodʑokv̩ zono ɖwæ pʰv̩ɖɯhĩ tʰɯʁodʑo ʂemoɲi pikv̩mæ	['ʂemoɲipi', 'ɖɯʁodʑokv̩', 'zono', 'ɖwæ', 'pʰv̩ɖɯhĩtʰv̩ʁodʑo', 'ʂemoɲi', 'pikv̩mæ']	['ʂemoɲipi', 'ɖɯʁodʑokv̩', 'zono', 'ɖwæ', 'pʰv̩ɖɯhĩ', 'tʰɯʁodʑo', 'ʂemoɲi', 'pikv̩mæ']	1	0.967741935483871	[1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.14285714285714285, 0.15384615384615385]	0.7090528519099948
